Nomer,IDKostumer,Nama,NilaiKredit,Provinsi,JenisKelamin,Umur,tenor,saldo,jumlahProduk,PunyaKartuKredit,NasabahAktif,PerkiraanPendapatan,TutupRekening
6441,15772559,SAIFUDIN,790,DKI Jakarta,Laki-Laki,47,10,14863621000,1,0,1,1611996000,1
6442,15711251,HARTOPO,514,DKI Jakarta,Laki-Laki,45,1,17882779000,1,1,0,6037518000,0
6443,15719212,SITI UMI SALBIAH,491,DKI Jakarta,Perempuan,33,5,831343000,1,1,0,18794655000,0
6444,15764927,EVI SEPTIANI,753,DKI Jakarta,Perempuan,92,3,12151331000,1,0,1,19556399000,0
6445,15731412,MELANI HUTAURUK,693,Jawa Tengah,Perempuan,37,6,9590004000,1,1,1,3819624000,0
6446,15719170,KARMILAH,679,DKI Jakarta,Perempuan,30,1,11254342000,1,1,1,17943521000,0
6447,15596011,GILBERT  SUBAY,529,Jawa Barat,Laki-Laki,34,9,0,1,1,1,9320822000,0
6448,15614834,RENDI RENALDI,619,Jawa Barat,Laki-Laki,31,3,14175182000,1,0,1,6153186000,0
6449,15600510,NURMAN ZULYADAN,680,Jawa Barat,Laki-Laki,37,6,12414057000,2,1,0,9282635000,0
6450,15625706,SIROJUDDIN HAMADA,693,Jawa Tengah,Laki-Laki,45,2,11654659000,2,0,0,2314028000,1
6451,15781409,AHMAD HABIBURROHMAN,834,DKI Jakarta,Laki-Laki,28,6,0,1,1,0,7428753000,0
6452,15722583,PHANG JENNY SURIANTI,636,Jawa Barat,Perempuan,29,6,15757647000,2,1,1,10110239000,0
6453,15677243,DWI  SRI ASTUTI,538,Jawa Barat,Perempuan,43,5,0,2,1,0,12693373000,0
6454,15815070,SURYADI,566,Jawa Tengah,Laki-Laki,44,5,14142899000,2,0,0,6840874000,0
6455,15705899,ATI NURWIATI,597,Jawa Barat,Perempuan,35,0,12751099000,1,1,1,15535634000,0
6456,15701522,NENENG KURNIASIH,711,DKI Jakarta,Perempuan,29,9,0,2,0,1,32348000,0
6457,15755978,HIKMAH ABD SALAM,606,DKI Jakarta,Perempuan,31,10,0,2,1,0,1952094000,0
6458,15722090,TISNA SENTANA,615,Jawa Barat,Laki-Laki,51,6,8181849000,1,1,1,16914938000,0
6459,15783526,JUNAEDI,589,DKI Jakarta,Laki-Laki,36,1,10089554000,1,1,1,6807514000,0
6460,15632125,TOMY DESTAMTO,606,Jawa Tengah,Laki-Laki,45,5,6383243000,1,1,1,937078000,0
6461,15688395,KHAIRUL ISWAN S,582,DKI Jakarta,Laki-Laki,29,4,0,2,0,0,15615327000,0
6462,15666975,LUSIANA SIMAMORA,710,DKI Jakarta,Perempuan,36,4,11608506000,1,1,0,5860161000,0
6463,15682211,EVRINA FEBRIYANTI,467,DKI Jakarta,Perempuan,57,1,0,2,1,1,11444877000,0
6464,15637411,SITI SUWARNI,749,DKI Jakarta,Perempuan,30,1,0,2,0,1,12655165000,0
6465,15591512,MOCHAMAD JAMIL,564,Jawa Tengah,Laki-Laki,33,2,11576151000,1,0,1,11235021000,1
6466,15606855,RINA ABRIYANTI,730,Jawa Barat,Perempuan,26,6,0,2,1,1,1858087000,0
6467,15763683,HJ SRI LESTARI,678,Jawa Tengah,Perempuan,32,4,13962601000,1,1,1,11823552000,1
6468,15641782,WIDA LESTARI,540,DKI Jakarta,Perempuan,31,7,0,1,0,1,1830516000,1
6469,15677184,MUJIATI,767,DKI Jakarta,Perempuan,35,6,11557644000,1,0,1,2792245000,0
6470,15775042,MIFTAHUL ARIFIN,615,DKI Jakarta,Laki-Laki,23,4,0,2,1,0,19647619000,0
6471,15616630,UJUM SARI,583,Jawa Tengah,Laki-Laki,41,5,776476000,1,1,0,19042952000,0
6472,15800233,TAYUDIN BIN MARKUM,850,DKI Jakarta,Laki-Laki,40,5,0,2,1,0,3503415000,0
6473,15588419,AULIANA FARIDA,651,Jawa Tengah,Perempuan,34,10,14896246000,1,1,0,6638943000,1
6474,15595557,I J A H,798,DKI Jakarta,Perempuan,22,8,0,2,1,0,10761543000,0
6475,15626143,GEMMA PRAMUDITA RAMADHAN,695,DKI Jakarta,Laki-Laki,37,2,0,2,1,1,9969265000,0
6476,15566030,ITA HENDRAWATY,497,Jawa Tengah,Perempuan,41,5,8054281000,1,0,0,8872922000,1
6477,15701412,KRISTANDA YULIANI,739,DKI Jakarta,Perempuan,40,4,0,2,0,0,17332165000,0
6478,15702464,BAYU PURNAMA,549,DKI Jakarta,Laki-Laki,34,4,0,2,0,0,13946357000,0
6479,15573348,DINA SUKRAENI,850,DKI Jakarta,Perempuan,35,9,10205047000,1,1,1,376971000,0
6480,15704160,MARTEN LUTER KATIANDAGO,648,Jawa Barat,Laki-Laki,49,5,0,1,1,0,14994643000,1
6481,15693704,NURMUHAMAD,679,DKI Jakarta,Laki-Laki,24,6,11494876000,2,0,1,13576825000,0
6482,15664752,YULIDA DARMAWATI,606,Jawa Tengah,Perempuan,39,8,13600045000,2,1,0,3170853000,0
6483,15628292,NENI MARTINI,850,DKI Jakarta,Perempuan,32,4,15600168000,2,1,1,15167731000,0
6484,15621195,TRIENITA RAHMADHANINGTYAS,619,Jawa Tengah,Perempuan,41,3,14797416000,2,1,0,17051883000,0
6485,15668629,M KAMAL,719,Jawa Barat,Laki-Laki,44,2,0,2,1,0,19658219000,0
6486,15635197,AGUNG SETYAWAN,640,Jawa Tengah,Laki-Laki,26,5,9040277000,1,1,1,329865000,0
6487,15592761,IDAH,710,DKI Jakarta,Perempuan,40,5,0,2,0,0,16287896000,0
6488,15574283,HJ USNANI,580,DKI Jakarta,Perempuan,31,2,0,2,0,1,6401424000,0
6489,15598097,DINI AMINAWIYAH,550,DKI Jakarta,Perempuan,44,9,0,2,1,0,2625701000,0
6490,15711352,NANCY KARTIKA SARIE,841,DKI Jakarta,Perempuan,31,3,16270165000,2,1,1,12679456000,0
6491,15620751,M YUSUF FADILAH,760,DKI Jakarta,Laki-Laki,34,2,0,2,1,0,16416244000,0
6492,15656717,ROGANDA R HUTASOIT,687,DKI Jakarta,Laki-Laki,30,6,0,2,0,0,17920692000,0
6493,15643121,MELKEH H PIRI,753,Jawa Tengah,Perempuan,35,5,8245396000,2,0,0,1825475000,0
6494,15723671,HANIFATUZ ZAKIYA,661,DKI Jakarta,Perempuan,35,9,10010799000,1,1,0,8394968000,0
6495,15752846,USWATUN HASANAH,699,DKI Jakarta,Perempuan,28,7,0,2,1,1,2268478000,0
6496,15640852,SAMAN,617,Jawa Tengah,Laki-Laki,39,5,8334889000,3,1,0,795362000,1
6497,15789313,MURWATI,595,Jawa Tengah,Perempuan,44,4,9655352000,2,1,0,14395224000,1
6498,15793688,ZAENAL ARIEF,669,DKI Jakarta,Laki-Laki,50,9,20100964000,1,1,0,1580325000,1
6499,15770405,WIRYOSUWITO,613,DKI Jakarta,Laki-Laki,27,5,12516774000,1,1,0,19910452000,0
6500,15702561,SUPARMAN,782,DKI Jakarta,Laki-Laki,32,9,0,1,1,1,8756697000,0
6501,15625964,DEDE SUSANTI,582,DKI Jakarta,Perempuan,43,5,15331367000,1,0,0,17056373000,0
6502,15761364,NURUL KHOTIMAH,679,DKI Jakarta,Perempuan,30,9,0,2,1,0,15787155000,0
6503,15590286,DOLOG WIDODO,611,DKI Jakarta,Laki-Laki,40,2,12587929000,1,1,0,9320343000,0
6504,15587978,NADIYA FADHILAH,455,Jawa Tengah,Perempuan,37,6,17005762000,1,0,1,5439856000,0
6505,15773242,MEGAWATI LUBIS,621,DKI Jakarta,Perempuan,32,1,0,2,1,1,16877947000,0
6506,15761053,JUHARSAH,596,Jawa Tengah,Perempuan,48,2,13132647000,1,0,0,114002000,1
6507,15702095,PUJI PRATAMA,585,Jawa Barat,Laki-Laki,56,1,1284728000,1,1,0,18647691000,1
6508,15764253,S A W I,742,DKI Jakarta,Perempuan,32,6,16048516000,1,1,0,2902303000,0
6509,15700801,MAZIDATUL FAIZAH,850,Jawa Tengah,Perempuan,42,6,8444568000,3,0,1,6002134000,1
6510,15730590,NADIA FAUJIATUN NISA,738,Jawa Tengah,Perempuan,40,1,11540918000,2,0,0,1804568000,0
6511,15643916,YAYUK CHOLIFATUN,619,Jawa Barat,Perempuan,46,8,6240048000,1,1,1,13249839000,1
6512,15720636,ISMAYUDI,628,DKI Jakarta,Laki-Laki,50,4,14305456000,1,0,1,10960881000,1
6513,15795429,RATNA PARDOSI,487,DKI Jakarta,Perempuan,24,7,13362809000,2,1,1,9857001000,0
6514,15609254,IDA NIRMALA SUNDAWATI,513,Jawa Barat,Perempuan,41,9,10713504000,2,1,1,16054658000,0
6515,15625141,VIKO  ERSA,563,Jawa Barat,Laki-Laki,26,7,0,2,0,0,613974000,0
6516,15810898,NI MADE KERNI,803,DKI Jakarta,Perempuan,65,2,15165952000,2,0,1,693017000,0
6517,15775797,ALBOIN SINAGA,607,Jawa Barat,Laki-Laki,32,7,0,3,0,1,1067462000,0
6518,15795246,RAMADHANI DWI PUTRANTO,628,Jawa Tengah,Laki-Laki,51,9,15590382000,2,1,1,7115984000,0
6519,15795275,MUNIAR,521,Jawa Barat,Perempuan,49,4,8294025000,2,0,0,6241301000,1
6520,15571869,MELISA SAFITRI,669,Jawa Tengah,Perempuan,50,4,11265089000,1,0,0,16638622000,1
6521,15694143,WAHYUNI INDHARSTUTI,686,DKI Jakarta,Perempuan,41,10,0,1,1,0,13308645000,0
6522,15748231,WATMO,700,Jawa Tengah,Laki-Laki,35,4,9585339000,2,1,0,19293337000,0
6523,15632185,YENI,663,DKI Jakarta,Perempuan,42,1,8222867000,2,1,0,7135978000,0
6524,15806249,CHUDIRUN,671,Jawa Barat,Laki-Laki,31,4,0,2,0,1,7927002000,0
6525,15743293,RENDABEL JUNITA S,651,Jawa Tengah,Perempuan,35,1,16370078000,3,1,1,2958348000,1
6526,15598157,BAGUS NOVIANTO,728,DKI Jakarta,Laki-Laki,34,4,10632808000,1,1,0,8868065000,0
6527,15700946,EMA ROSIANA,574,DKI Jakarta,Perempuan,34,7,15299291000,1,1,1,1346912000,0
6528,15722692,JAENAL ARIFIN,464,DKI Jakarta,Laki-Laki,38,3,11643965000,1,1,0,7557448000,0
6529,15696506,NANDA FARA VANIA,604,Jawa Barat,Perempuan,27,9,10135278000,1,0,0,302523000,0
6530,15728823,KURNIASIH,836,Jawa Barat,Perempuan,37,10,0,2,1,0,11132441000,0
6531,15808851,SYAFRUDIN,511,Jawa Tengah,Laki-Laki,75,9,10560917000,1,0,1,10542518000,0
6532,15675231,BUDI AWAN,518,DKI Jakarta,Laki-Laki,45,8,0,2,1,1,3619307000,0
6533,15732299,IDA FARIDA,756,DKI Jakarta,Perempuan,67,4,0,3,1,1,9308187000,0
6534,15706269,GRACE DINARIKA SIANTURI,489,DKI Jakarta,Perempuan,47,8,10389438000,2,1,1,10762546000,0
6535,15590078,ANDI LOLA SORAYA,622,Jawa Barat,Perempuan,27,9,13983493000,1,1,1,15273389000,0
6536,15776985,SITI NURJANAH,652,DKI Jakarta,Perempuan,36,6,11251871000,2,0,1,11042131000,0
6537,15756743,MULYADI,625,DKI Jakarta,Laki-Laki,37,7,11589542000,1,1,0,4848625000,0
6538,15782364,NOIMAH,521,Jawa Barat,Perempuan,39,3,14640868000,1,0,0,7299367000,0
6539,15604093,DARYONO,546,DKI Jakarta,Laki-Laki,34,4,16536331000,2,1,1,2574413000,1
6540,15749328,FRANSSIKO SIGALINGGING,697,DKI Jakarta,Laki-Laki,45,1,0,2,1,0,4680762000,1
6541,15656322,FEBRI HENDRATMO,571,Jawa Tengah,Laki-Laki,33,3,7184315000,1,1,0,2677204000,0
6542,15685564,MARELLA LYSANDER,748,Jawa Barat,Perempuan,35,5,10549253000,1,1,1,1500572000,0
6543,15785831,NGARSIDI,591,DKI Jakarta,Laki-Laki,35,7,18302725000,1,1,1,5602879000,0
6544,15796218,MARJONI,814,Jawa Tengah,Laki-Laki,29,1,13196857000,2,1,1,14769392000,0
6545,15716218,RIBUT,709,DKI Jakarta,Perempuan,45,3,1041185000,1,0,1,174032000,0
6546,15572735,SYARIPUDIN,433,Jawa Barat,Laki-Laki,27,2,0,2,1,1,15369865000,0
6547,15633840,RIDA SIMAMORA,781,DKI Jakarta,Perempuan,20,0,1250231000,2,1,1,10830145000,0
6548,15608760,SULAEMAN,656,DKI Jakarta,Laki-Laki,30,4,743232000,1,1,1,2292908000,0
6549,15627848,DIAN ANGGANA,683,DKI Jakarta,Laki-Laki,38,7,10934613000,2,1,0,10266592000,0
6550,15792029,MARTINUS,620,DKI Jakarta,Laki-Laki,32,6,0,2,1,0,5613909000,0
6551,15617331,SITI SULEMAH,637,Jawa Tengah,Perempuan,39,3,10969841000,1,1,1,8839129000,1
6552,15651740,DIAN HERDIANA,525,Jawa Barat,Perempuan,30,5,0,2,0,1,14919544000,0
6553,15636407,MARANI APRIDIANI,793,Jawa Tengah,Perempuan,34,5,12775809000,1,1,0,14335703000,0
6554,15607526,PUTRI PEBRIYANTI,638,Jawa Tengah,Perempuan,50,1,10264548000,1,1,0,16835998000,1
6555,15632576,YANTI,520,DKI Jakarta,Perempuan,31,4,932494000,1,1,0,7733575000,0
6556,15581505,WARTINAH,641,DKI Jakarta,Perempuan,35,5,0,2,1,0,9314893000,0
6557,15612207,SONNY,840,Jawa Tengah,Laki-Laki,51,1,8777983000,1,0,1,3668711000,1
6558,15707242,NURHAYANNAH,504,Jawa Barat,Perempuan,40,5,0,2,0,0,14670336000,0
6559,15721937,RUMSIAH,686,DKI Jakarta,Perempuan,38,0,13813134000,1,0,1,11592785000,0
6560,15773852,EKASARI YULI PUNDHIASTUTI,533,Jawa Tengah,Perempuan,38,4,7036252000,2,1,1,10418946000,0
6561,15719778,SAHARI,577,DKI Jakarta,Perempuan,32,1,0,2,1,0,990239000,0
6562,15650538,SABUDIN BIN AMIT,445,Jawa Tengah,Laki-Laki,48,7,16828658000,1,1,0,1664577000,1
6563,15797475,MUNIROH,720,DKI Jakarta,Perempuan,44,3,8610227000,1,1,0,18013488000,1
6564,15780359,NENIK ENDAH NURMAWATI,643,Jawa Tengah,Perempuan,25,4,1151429000,1,1,1,14809895000,0
6565,15737104,SAMUEL EDWARD PANGONDIAN,652,Jawa Tengah,Laki-Laki,47,0,12659789000,2,1,1,3879879000,1
6566,15789936,MUHAMMAD ANDRIAN,663,DKI Jakarta,Laki-Laki,33,2,0,2,1,0,153295000,0
6567,15709523,DWI RAHAYU,525,Jawa Tengah,Perempuan,30,0,15798921000,2,1,1,10068767000,0
6568,15593425,MUH HAMKA HASAN,662,Jawa Barat,Laki-Laki,54,1,18799715000,1,0,0,11144271000,1
6569,15776725,AHMAD ALIEF,724,Jawa Tengah,Laki-Laki,54,8,17219249000,1,1,1,13690201000,0
6570,15604706,TONGGO M PAKPAHAN,581,Jawa Tengah,Laki-Laki,38,1,13310547000,1,1,0,1057329000,1
6571,15790958,RANITA NUR HABIBAH,685,Jawa Barat,Perempuan,38,4,0,2,1,1,3588491000,0
6572,15747534,WANTIYAH,595,DKI Jakarta,Perempuan,46,10,0,1,1,0,7348915000,1
6573,15574237,N MAHSUNAH,588,DKI Jakarta,Perempuan,21,8,0,2,1,1,11011419000,0
6574,15690332,HERMIYATI,647,Jawa Tengah,Perempuan,35,3,19240797000,1,1,1,4014528000,0
6575,15661290,AGUS SUSANTO,785,Jawa Tengah,Laki-Laki,38,9,10719975000,1,0,0,14639851000,0
6576,15651883,MOHAMAD YUSUF ASNANI,794,Jawa Tengah,Laki-Laki,55,6,1157967000,1,1,0,16052636000,1
6577,15808905,PUTRI PUSPITAMURTI,823,DKI Jakarta,Perempuan,37,5,16485818000,1,1,1,17351671000,0
6578,15715532,INDARYANTI,687,Jawa Tengah,Perempuan,38,4,11763328000,1,0,1,883966000,0
6579,15786078,WIWIK UTAMI,850,DKI Jakarta,Perempuan,28,9,0,2,1,0,18582141000,0
6580,15652401,HARI SETIAWAN,496,DKI Jakarta,Laki-Laki,36,7,0,2,0,0,10809828000,0
6581,15673074,BENA ALEXANDRA,527,Jawa Tengah,Perempuan,30,6,12666351000,1,1,1,16226791000,0
6582,15598744,FRANSISKUS PURBA,576,Jawa Tengah,Laki-Laki,71,6,14027347000,1,1,1,19313525000,1
6583,15785975,IRIANTI HUTAGAOL,525,Jawa Barat,Perempuan,60,7,0,2,0,1,1680349000,0
6584,15613180,DESTY YANA,727,Jawa Tengah,Perempuan,21,8,15334472000,1,1,1,16329587000,0
6585,15584229,HARIYANTO,671,Jawa Tengah,Laki-Laki,23,9,12394318000,1,1,1,15955327000,0
6586,15773804,FITRI HARIYANI,625,DKI Jakarta,Perempuan,39,5,0,1,1,0,9980087000,0
6587,15699515,DARWIS,643,Jawa Tengah,Laki-Laki,33,7,9863031000,2,1,1,4025082000,0
6588,15705313,HERMAN S WIBOWO SUDRAJAT,707,DKI Jakarta,Laki-Laki,33,2,5803633000,1,1,1,8333578000,0
6589,15693817,SUGIYANTO,539,Jawa Barat,Laki-Laki,28,5,0,2,1,0,483824000,0
6590,15673790,AHMAD SYAKUR,498,Jawa Tengah,Laki-Laki,45,7,10920074000,2,0,1,16599044000,0
6591,15674868,INDAH YUNITA,696,Jawa Barat,Perempuan,30,0,0,2,1,1,90028000,0
6592,15692110,SAMSIAH SIMANJUNTAK,758,DKI Jakarta,Perempuan,33,7,0,1,1,0,18815634000,0
6593,15645904,IKMAL PRIBADIANSYAH,685,DKI Jakarta,Laki-Laki,33,6,0,2,0,1,18678501000,0
6594,15581332,DARMINAH,655,Jawa Tengah,Perempuan,30,1,8317398000,2,1,1,1842596000,0
6595,15808544,LUKMAN HAMBALI,747,DKI Jakarta,Laki-Laki,40,3,0,1,0,0,5781784000,1
6596,15734948,SUNARDI RAIS,601,Jawa Barat,Laki-Laki,24,7,0,2,0,0,14466042000,0
6597,15654531,BRISMAN SIMANJUNTAK,477,DKI Jakarta,Laki-Laki,22,5,8255942000,2,0,0,1631129000,1
6598,15637774,EMIR EMERALD,558,DKI Jakarta,Laki-Laki,32,5,7349421000,1,0,0,1363011000,0
6599,15677141,YETTY SRI HARTATI,586,Jawa Barat,Perempuan,29,2,13245024000,1,1,1,3617663000,0
6600,15739578,MEIDA SIPAHUTAR,850,DKI Jakarta,Perempuan,49,6,1286639000,1,1,0,657693000,1
6601,15697360,SUGIARTI,505,DKI Jakarta,Perempuan,36,2,799519000,1,0,1,17412316000,1
6602,15655213,AGNES NOVIA SIANTURI,591,Jawa Tengah,Perempuan,51,8,1325083000,1,1,1,16130468000,1
6603,15580872,SANCOS MORENO SINAGA,761,Jawa Tengah,Laki-Laki,38,1,12053013000,2,1,0,10939462000,0
6604,15683213,MUSTHAFA RAIS HEGI,554,DKI Jakarta,Laki-Laki,35,10,7498859000,2,0,1,19015513000,0
6605,15801188,ZAINAL MUTAQIN,774,DKI Jakarta,Laki-Laki,47,6,9472288000,1,0,1,6145096000,0
6606,15645029,ABDUL ROSID,771,Jawa Barat,Laki-Laki,33,5,0,2,1,0,867343000,0
6607,15633181,KIKI AMELLIA,792,DKI Jakarta,Perempuan,31,6,7126989000,2,0,1,12591277000,0
6608,15598259,SUDIK,673,Jawa Tengah,Laki-Laki,41,9,986121000,1,1,0,15134935000,0
6609,15576000,SARIPAH,765,DKI Jakarta,Perempuan,40,6,13803355000,1,1,1,6797245000,0
6610,15766047,K U S N I A T I,748,DKI Jakarta,Perempuan,41,2,9162169000,1,1,1,7113931000,0
6611,15596339,PARLUHUTAN SIPAHUTAR,422,DKI Jakarta,Laki-Laki,54,3,14001442000,1,0,1,8635097000,0
6612,15715199,LIDYA CHANDRA,568,Jawa Barat,Perempuan,27,5,12681597000,2,0,1,11864812000,0
6613,15615938,RARA ANA EKA SETIAWATI,502,DKI Jakarta,Perempuan,64,3,13966337000,1,0,1,10099511000,0
6614,15679991,NURJANAH,524,DKI Jakarta,Perempuan,28,7,0,2,0,1,14710072000,0
6615,15626135,CHRISTIN  NATALIA,689,DKI Jakarta,Perempuan,34,1,16531227000,1,1,0,15549563000,0
6616,15792934,ABD AZIS,661,DKI Jakarta,Laki-Laki,26,8,0,2,0,0,19687587000,0
6617,15744046,ADY H HUTAPEA,606,Jawa Barat,Laki-Laki,33,8,0,2,1,1,6317677000,0
6618,15700826,HITCA PANGARIBUAN,678,Jawa Tengah,Laki-Laki,54,1,12369928000,2,0,1,10522176000,0
6619,15756301,JEFF RIANO,636,Jawa Tengah,Laki-Laki,29,3,9732515000,1,0,1,13192438000,0
6620,15586517,TEGUH IMAM NUGROHO,647,DKI Jakarta,Laki-Laki,32,5,9704116000,1,1,1,2313273000,0
6621,15751297,RIYADI,732,DKI Jakarta,Laki-Laki,36,5,0,2,1,0,16142825000,0
6622,15710365,LILIS DJUTAWAN,646,DKI Jakarta,Perempuan,50,0,10412924000,2,1,0,18179486000,1
6623,15679307,MARTINUS HENDRA G  PASARIBU,559,DKI Jakarta,Laki-Laki,43,1,0,1,0,1,866343000,0
6624,15610753,NUR HASANAH,581,DKI Jakarta,Perempuan,28,3,1043675000,1,1,1,2993775000,0
6625,15811036,BURHANUDIN,565,DKI Jakarta,Laki-Laki,46,7,13536971000,1,0,1,14013022000,0
6626,15610912,RIZKI MAULANA,657,Jawa Barat,Laki-Laki,41,6,11211948000,1,1,0,1753682000,0
6627,15619932,ENDANG,847,DKI Jakarta,Laki-Laki,66,7,12376068000,1,0,1,5315716000,0
6628,15746199,UJANG KUSWARA,558,DKI Jakarta,Laki-Laki,41,6,0,1,1,1,14358529000,1
6629,15584967,SUN JAH,596,Jawa Barat,Perempuan,57,6,0,2,1,1,72402000,0
6630,15734365,YAYU MARISA,579,DKI Jakarta,Perempuan,39,5,0,2,0,1,3989184000,0
6631,15726960,THERESIA SUMINAH,741,DKI Jakarta,Perempuan,36,3,0,2,1,1,8980483000,0
6632,15665177,NOVITA UTAMI DEWIE,613,DKI Jakarta,Perempuan,44,3,0,2,0,1,13649172000,0
6633,15779915,M I A H,694,Jawa Barat,Perempuan,31,5,0,1,1,0,3559318000,0
6634,15729110,SUNINGSIH,729,Jawa Barat,Perempuan,42,7,0,2,1,0,582682000,1
6635,15575399,DIAS SETIARINI,480,DKI Jakarta,Perempuan,42,1,15216021000,2,1,0,1017789000,0
6636,15678374,JUFRIYANTO,666,DKI Jakarta,Laki-Laki,59,5,0,2,1,1,18512309000,0
6637,15792679,RUPLING,575,DKI Jakarta,Laki-Laki,24,2,0,2,1,1,11992781000,0
6638,15668767,MUJIANTO,850,DKI Jakarta,Laki-Laki,36,3,0,2,1,0,19503307000,0
6639,15761886,ERNAWATI,740,DKI Jakarta,Perempuan,36,4,1723818000,1,1,1,8648029000,0
6640,15583076,MISBAK,588,Jawa Tengah,Laki-Laki,41,6,10611656000,2,1,0,19876661000,0
6641,15815615,JAMALUDIN,681,DKI Jakarta,Laki-Laki,36,5,14195207000,1,1,1,18514408000,0
6642,15591942,RUT HENNY SAMUEL,611,Jawa Barat,Perempuan,33,7,0,2,1,1,372989000,0
6643,15724924,FAISAL ADITYA PUTRA,589,DKI Jakarta,Laki-Laki,37,6,13849784000,1,0,1,1898858000,0
6644,15762123,JONI IRIANTO,717,Jawa Barat,Laki-Laki,34,1,0,2,1,0,11931374000,0
6645,15567893,SITI HANDAYANNI,556,Jawa Tengah,Perempuan,33,3,12421336000,2,1,0,6262755000,0
6646,15648989,SYAMSINAR,850,DKI Jakarta,Perempuan,37,4,1268726000,1,1,0,19726658000,0
6647,15662021,M  PARDI,685,Jawa Barat,Laki-Laki,42,2,0,2,0,0,19999248000,0
6648,15691627,SULARNI,713,DKI Jakarta,Perempuan,37,8,0,1,1,1,1640341000,0
6649,15731751,LUKMAN SITOMPUL,437,DKI Jakarta,Laki-Laki,26,1,12092352000,1,0,1,7885457000,0
6650,15635277,LAURENCIUS HAMONANGAN S ,605,Jawa Barat,Laki-Laki,47,7,14264354000,1,1,0,18931027000,0
6651,15655252,RISTIATI,758,Jawa Tengah,Perempuan,41,10,7985764000,1,1,1,7808817000,0
6652,15803941,SAMINI,600,DKI Jakarta,Perempuan,46,10,9550221000,1,0,0,1984218000,0
6653,15714380,NUR MAYA LINDA,827,DKI Jakarta,Perempuan,38,5,0,2,0,0,10330501000,0
6654,15666559,LUSSY MARCELINE,608,Jawa Tengah,Perempuan,23,8,19771593000,2,1,1,11612428000,0
6655,15799998,DODY KRISWANTORO,608,DKI Jakarta,Laki-Laki,30,8,8585976000,1,0,0,14273027000,0
6656,15703763,NURSEHA,554,DKI Jakarta,Perempuan,44,7,8530427000,1,1,1,5807652000,0
6657,15795640,DEWI AYU WIRYANTI,683,Jawa Tengah,Perempuan,35,1,1323713000,2,0,0,18612357000,0
6658,15780056,SURINI,660,Jawa Barat,Perempuan,33,4,0,1,1,0,2966445000,0
6659,15777873,U N A N G,628,DKI Jakarta,Laki-Laki,31,5,0,1,0,0,14796307000,1
6660,15584749,MAY RANI SITUMORANG,668,Jawa Tengah,Perempuan,39,4,79896000,1,1,0,3846639000,0
6661,15765258,ANWAR,776,DKI Jakarta,Laki-Laki,29,5,0,2,1,1,14330149000,0
6662,15623346,AISYAH MUJAHIDAH,820,DKI Jakarta,Perempuan,36,4,0,2,1,0,3142269000,0
6663,15614054,NINING CAHYANINGSIH,665,DKI Jakarta,Perempuan,36,1,0,2,0,1,12150561000,0
6664,15766185,SUMIYATI,850,Jawa Tengah,Perempuan,31,4,1465873000,1,1,1,8987482000,0
6665,15667632,BERLIANA BUTAR BUTAR SH,703,DKI Jakarta,Perempuan,42,7,0,2,0,1,7250068000,0
6666,15599024,SYAFRIZAL CHAN,506,Jawa Barat,Laki-Laki,32,8,0,2,0,1,1826928000,0
6667,15798709,YUSRI HERISAL,588,Jawa Barat,Laki-Laki,32,3,10910933000,1,0,1,499394000,0
6668,15741921,AGUS SALIM SE,622,Jawa Barat,Laki-Laki,26,8,0,2,1,1,12496482000,0
6669,15793671,M SALMIN,606,DKI Jakarta,Laki-Laki,34,5,0,1,1,0,16197142000,0
6670,15797900,SYAHRUL LATIF,517,DKI Jakarta,Laki-Laki,56,9,14214732000,1,0,0,3948804000,1
6671,15667932,D A R N I,758,Jawa Barat,Perempuan,43,10,0,2,1,1,5531344000,0
6672,15795933,SUHADI,677,DKI Jakarta,Laki-Laki,49,3,0,2,1,1,18781171000,0
6673,15660403,ANITA,827,Jawa Barat,Perempuan,35,0,0,2,0,1,18451401000,0
6674,15736299,MUHAMMAD BAGUS MAULANA,729,DKI Jakarta,Laki-Laki,36,8,1091068000,1,0,0,12131112000,0
6675,15759034,NURHAKIKI,654,DKI Jakarta,Perempuan,36,2,11226284000,1,1,0,1287339000,0
6676,15724663,MURNI RAHAYU,654,Jawa Barat,Perempuan,36,5,0,2,0,0,15723805000,0
6677,15594556,MUHAMMAD GUNAWAN,619,Jawa Barat,Laki-Laki,52,8,0,2,1,1,12324211000,0
6678,15737169,WINARTI,642,Jawa Barat,Perempuan,26,8,1442387000,1,1,1,18439976000,0
6679,15632472,H  ACHMAD TAUFIK,472,Jawa Barat,Laki-Laki,32,1,15939775000,1,0,1,5732318000,0
6680,15722813,ABDULLAH A HAMID,470,Jawa Barat,Laki-Laki,30,4,12538501000,1,1,0,6829393000,0
6681,15588450,ROMLAH,633,DKI Jakarta,Perempuan,60,8,6936525000,1,1,1,1028824000,0
6682,15736717,SARKI,602,DKI Jakarta,Laki-Laki,31,7,15527183000,1,1,1,17944631000,0
6683,15680683,IRWAN UMAR,640,Jawa Barat,Laki-Laki,29,5,19720004000,2,1,0,14145362000,0
6684,15710316,RONI ROMADHONA,454,Jawa Barat,Laki-Laki,48,5,14483779000,1,1,1,9315177000,0
6685,15746333,PRISELLA PANJAITAN,562,DKI Jakarta,Perempuan,57,3,0,3,1,0,655497000,1
